NC_000964.3	610348	30.237119
NC_000964.3	568529	28.410272
NC_000964.3	307850	36.200162
NC_000964.3	275771	28.793871
NC_000964.3	207997	36.236085
NC_000964.3	144514	32.746897
NC_000964.3	136805	33.878501
NC_000964.3	123304	30.235182
NC_000964.3	121752	32.028974
NC_000964.3	113455	34.571318
NC_000964.3	99689	25.285374
NC_000964.3	96931	26.900667
NC_000964.3	92925	30.783288
NC_000964.3	73552	47.197940
NC_000964.3	71373	44.200370
NC_000964.3	68082	30.434592
NC_000964.3	66273	26.988719
NC_000964.3	64527	31.934840
NC_000964.3	62365	37.120847
NC_000964.3	54908	32.076605
NC_000964.3	51559	37.736292
NC_000964.3	50115	34.110627
NC_000964.3	43270	29.002846
NC_000964.3	38113	34.700562
NC_000964.3	32663	27.277049
NC_000964.3	32071	33.604604
NC_000964.3	31010	452.005491
NC_000964.3	30871	34.756360
NC_000964.3	29413	29.859834
NC_000964.3	28726	29.457396
NC_000964.3	28149	27.179295
NC_000964.3	22150	40.907626
NC_000964.3	20282	28.326099
NC_000964.3	19756	37.704634
NC_000964.3	17421	44.368248
NC_000964.3	17052	33.001294
NC_000964.3	16835	25.140286
NC_000964.3	16459	41.486467
NC_000964.3	16376	38.051713
NC_000964.3	15472	42.524616
NC_000964.3	14320	43.431125
NC_000964.3	14291	38.565327
NC_000964.3	13537	51.400386
NC_000964.3	12784	52.205358
NC_000964.3	12324	27.840865
NC_000964.3	12223	46.104208
NC_000964.3	10676	36.765957
NC_000964.3	6154	36.588293
NC_000964.3	5956	30.925775
NC_000964.3	3559	38.216324
NC_000964.3	25256	343.114120
NC_000964.3	2173	17.845137
NC_000964.3	16270	256.551527
NC_000964.3	671	31.185065
NC_000964.3	556	48.483034
GCF_000006765.1_ASM676v1_genomic	401497	8.123205
GCF_000006765.1_ASM676v1_genomic	325959	8.967993
GCF_000006765.1_ASM676v1_genomic	319885	8.053745
GCF_000006765.1_ASM676v1_genomic	301736	7.552832
GCF_000006765.1_ASM676v1_genomic	275247	10.590042
GCF_000006765.1_ASM676v1_genomic	270257	8.247433
GCF_000006765.1_ASM676v1_genomic	209363	8.006459
GCF_000006765.1_ASM676v1_genomic	179001	12.097865
GCF_000006765.1_ASM676v1_genomic	168037	8.147280
GCF_000006765.1_ASM676v1_genomic	170769	8.008042
GCF_000006765.1_ASM676v1_genomic	160818	8.610986
GCF_000006765.1_ASM676v1_genomic	136403	6.157611
GCF_000006765.1_ASM676v1_genomic	114261	8.153291
GCF_000006765.1_ASM676v1_genomic	111603	6.552709
GCF_000006765.1_ASM676v1_genomic	108831	8.828199
GCF_000006765.1_ASM676v1_genomic	100899	10.307351
GCF_000006765.1_ASM676v1_genomic	90058	6.177041
GCF_000006765.1_ASM676v1_genomic	88534	9.123225
GCF_000006765.1_ASM676v1_genomic	88056	8.826714
GCF_000006765.1_ASM676v1_genomic	87493	9.962556
GCF_000006765.1_ASM676v1_genomic	75021	7.406598
GCF_000006765.1_ASM676v1_genomic	74841	7.105648
GCF_000006765.1_ASM676v1_genomic	70347	7.686867
GCF_000006765.1_ASM676v1_genomic	63224	7.136497
GCF_000006765.1_ASM676v1_genomic	64353	5.715174
GCF_000006765.1_ASM676v1_genomic	64266	11.547762
GCF_000006765.1_ASM676v1_genomic	47990	7.556686
GCF_000006765.1_ASM676v1_genomic	47780	8.982624
GCF_000006765.1_ASM676v1_genomic	47576	6.224298
GCF_000006765.1_ASM676v1_genomic	47700	8.897807
GCF_000006765.1_ASM676v1_genomic	44029	5.322754
GCF_000006765.1_ASM676v1_genomic	39680	7.801048
GCF_000006765.1_ASM676v1_genomic	41549	6.959123
GCF_000006765.1_ASM676v1_genomic	40649	6.461192
GCF_000006765.1_ASM676v1_genomic	34652	6.743543
GCF_000006765.1_ASM676v1_genomic	38121	8.497662
GCF_000006765.1_ASM676v1_genomic	34754	5.522160
GCF_000006765.1_ASM676v1_genomic	37014	10.501365
GCF_000006765.1_ASM676v1_genomic	35063	6.326267
GCF_000006765.1_ASM676v1_genomic	31640	9.115561
GCF_000006765.1_ASM676v1_genomic	30434	7.037763
GCF_000006765.1_ASM676v1_genomic	30403	18.853568
GCF_000006765.1_ASM676v1_genomic	29711	12.120388
GCF_000006765.1_ASM676v1_genomic	29955	5.611204
GCF_000006765.1_ASM676v1_genomic	29519	6.640748
GCF_000006765.1_ASM676v1_genomic	26574	11.808330
GCF_000006765.1_ASM676v1_genomic	26372	7.731370
GCF_000006765.1_ASM676v1_genomic	26372	7.949702
GCF_000006765.1_ASM676v1_genomic	23917	11.452399
GCF_000006765.1_ASM676v1_genomic	23434	6.565850
GCF_000006765.1_ASM676v1_genomic	20867	5.544109
GCF_000006765.1_ASM676v1_genomic	20251	15.236136
GCF_000006765.1_ASM676v1_genomic	14107	5.974523
GCF_000006765.1_ASM676v1_genomic	13619	6.207057
GCF_000006765.1_ASM676v1_genomic	13296	8.270148
GCF_000006765.1_ASM676v1_genomic	10611	14.470891
GCF_000006765.1_ASM676v1_genomic	9970	11.242412
GCF_000006765.1_ASM676v1_genomic	6186	8.463872
GCF_000006765.1_ASM676v1_genomic	5265	18.170058
GCF_000006765.1_ASM676v1_genomic	10460	10.169855
GCF_000006765.1_ASM676v1_genomic	20573	102.904126
GCF_000006765.1_ASM676v1_genomic	4027	6.257294
GCF_000006765.1_ASM676v1_genomic	7444	9.603486
GCF_000006765.1_ASM676v1_genomic	6282	13.881076
GCF_000006765.1_ASM676v1_genomic	4438	18.280037
GCF_000006765.1_ASM676v1_genomic	2183	5.356779
GCF_000006765.1_ASM676v1_genomic	1630	11.226667
GCF_000006765.1_ASM676v1_genomic	1520	4.290785
GCF_000006765.1_ASM676v1_genomic	8274	113.851208
GCF_000006765.1_ASM676v1_genomic	2510	12.700000
GCF_000006765.1_ASM676v1_genomic	1099	6.926245
GCF_000006765.1_ASM676v1_genomic	2150	25.365686
GCF_000006765.1_ASM676v1_genomic	879	6.330097
GCF_000006765.1_ASM676v1_genomic	824	73.258778
GCF_000006765.1_ASM676v1_genomic	1042	7.661896
GCF_000006765.1_ASM676v1_genomic	1198	8.047794
GCF_000006765.1_ASM676v1_genomic	537	15.296680
Kocuria_rhizophila_ATCC_9341	369156	12.938783
Kocuria_rhizophila_ATCC_9341	331785	12.900509
Kocuria_rhizophila_ATCC_9341	315803	21.655995
Kocuria_rhizophila_ATCC_9341	248434	15.699955
Kocuria_rhizophila_ATCC_9341	239654	13.383833
Kocuria_rhizophila_ATCC_9341	189526	20.565443
Kocuria_rhizophila_ATCC_9341	173984	11.847219
Kocuria_rhizophila_ATCC_9341	162620	15.468520
Kocuria_rhizophila_ATCC_9341	127012	11.823589
Kocuria_rhizophila_ATCC_9341	123603	13.598060
Kocuria_rhizophila_ATCC_9341	111207	14.750216
Kocuria_rhizophila_ATCC_9341	78018	16.313789
Kocuria_rhizophila_ATCC_9341	75925	18.336343
Kocuria_rhizophila_ATCC_9341	58057	15.526745
Kocuria_rhizophila_ATCC_9341	57883	18.909213
Kocuria_rhizophila_ATCC_9341	10293	23.894608
Kocuria_rhizophila_ATCC_9341	11120	83.482107
Kocuria_rhizophila_ATCC_9341	5708	48.704895
GCF_000005845.2_ASM584v2_genomic	269833	14.589481
GCF_000005845.2_ASM584v2_genomic	204845	13.101563
GCF_000005845.2_ASM584v2_genomic	177699	14.996335
GCF_000005845.2_ASM584v2_genomic	141006	14.626452
GCF_000005845.2_ASM584v2_genomic	133289	11.228515
GCF_000005845.2_ASM584v2_genomic	132867	14.517762
GCF_000005845.2_ASM584v2_genomic	131949	14.855141
GCF_000005845.2_ASM584v2_genomic	116007	14.891748
GCF_000005845.2_ASM584v2_genomic	112344	14.827650
GCF_000005845.2_ASM584v2_genomic	103902	16.196790
GCF_000005845.2_ASM584v2_genomic	102434	13.714524
GCF_000005845.2_ASM584v2_genomic	101831	15.341455
GCF_000005845.2_ASM584v2_genomic	97508	16.437113
GCF_000005845.2_ASM584v2_genomic	95561	14.978839
GCF_000005845.2_ASM584v2_genomic	92368	13.254753
GCF_000005845.2_ASM584v2_genomic	88354	13.609678
