NODE_1_length_1046588_cov_220.312961	881.1467
NODE_2_length_1042514_cov_163.439668	653.6261
NODE_3_length_1015468_cov_165.590486	662.98474
NODE_4_length_840041_cov_170.985933	679.5986
NODE_5_length_637715_cov_144.024893	568.4481
NODE_6_length_583329_cov_217.204329	865.1939
NODE_7_length_490148_cov_195.127812	777.02783
NODE_8_length_480222_cov_158.511716	619.9466
NODE_9_length_458852_cov_211.324921	835.80414
NODE_10_length_400827_cov_126.848675	496.94492
NODE_11_length_394350_cov_134.147684	529.458
NODE_12_length_389013_cov_127.627173	504.022
NODE_13_length_341015_cov_151.704288	599.6163
NODE_14_length_338304_cov_137.115743	542.02856
NODE_15_length_320157_cov_157.161723	618.43335
NODE_16_length_310147_cov_186.419908	724.0898
NODE_17_length_306394_cov_217.326416	869.24243
NODE_18_length_301388_cov_129.294926	505.18704
NODE_19_length_273772_cov_198.336285	790.45197
NODE_20_length_269698_cov_134.799350	538.142
NODE_21_length_268827_cov_169.074680	666.2679
NODE_22_length_268491_cov_135.516812	539.6165
NODE_23_length_264459_cov_138.944653	552.6937
NODE_24_length_241135_cov_131.983064	522.2161
NODE_25_length_233610_cov_126.501347	490.83112
NODE_26_length_218990_cov_139.124832	550.83624
NODE_27_length_212077_cov_142.427437	561.34283
NODE_28_length_210555_cov_138.003976	548.3345
NODE_29_length_204459_cov_138.449570	546.99316
NODE_30_length_188778_cov_167.983961	661.7015
NODE_31_length_186967_cov_134.112293	529.4293
NODE_32_length_175690_cov_146.317869	578.5479
NODE_33_length_174978_cov_131.409557	508.8626
NODE_34_length_173536_cov_150.769277	593.9616
NODE_35_length_148124_cov_138.247702	550.9604
NODE_36_length_140998_cov_140.505140	556.1197
NODE_37_length_132867_cov_138.195223	551.2967
NODE_38_length_132556_cov_137.247908	547.1644
NODE_39_length_125107_cov_165.096520	647.867
NODE_40_length_118620_cov_174.473192	694.939
NODE_41_length_117595_cov_136.627523	544.9333
NODE_42_length_112774_cov_141.978256	559.3455
NODE_43_length_112343_cov_137.720211	549.48816
NODE_44_length_107600_cov_134.643935	537.65576
NODE_45_length_105741_cov_140.135288	557.7655
NODE_46_length_105683_cov_138.216477	550.96277
NODE_47_length_103656_cov_148.565226	576.6404
NODE_48_length_102484_cov_135.001826	538.28326
NODE_49_length_102149_cov_137.445256	544.7911
NODE_50_length_102129_cov_139.854958	558.27563
NODE_51_length_88325_cov_137.924312	549.2216
NODE_52_length_87015_cov_135.712534	539.1783
NODE_53_length_83188_cov_140.533410	556.0573
NODE_54_length_81823_cov_128.784121	511.0769
NODE_55_length_78604_cov_135.805803	542.2757
NODE_56_length_76218_cov_138.051469	550.7195
NODE_57_length_69844_cov_199.293427	707.54315
NODE_58_length_69779_cov_137.774855	549.049
NODE_59_length_68627_cov_155.487575	598.6811
NODE_60_length_67330_cov_138.116314	550.1704
NODE_61_length_66129_cov_139.326543	555.49365
NODE_62_length_65668_cov_139.556902	552.1739
NODE_63_length_60768_cov_127.969364	511.28384
NODE_64_length_59674_cov_176.109864	701.43506
NODE_65_length_57777_cov_134.012993	534.66547
NODE_66_length_57633_cov_141.952534	567.5852
NODE_67_length_56613_cov_139.453994	556.2595
NODE_68_length_55182_cov_186.108749	742.07007
NODE_69_length_54996_cov_136.631914	544.6577
NODE_70_length_54855_cov_138.545785	552.03546
NODE_71_length_53060_cov_143.966758	560.0614
NODE_72_length_47926_cov_161.570408	577.38043
NODE_73_length_47795_cov_121.274696	478.56546
NODE_74_length_43804_cov_136.393860	542.9158
NODE_75_length_43085_cov_122.562143	484.39157
NODE_76_length_42727_cov_138.522567	552.91595
