NODE_1_length_1043422_cov_39.181791	159.27391
NODE_2_length_1027920_cov_45.510898	184.15167
NODE_3_length_703082_cov_54.145855	219.04236
NODE_4_length_593849_cov_223.459526	874.18567
NODE_5_length_461821_cov_417.397461	1676.8878
NODE_6_length_459318_cov_175.679441	691.847
NODE_7_length_458984_cov_61.878888	245.13387
NODE_8_length_453819_cov_168.292731	668.6719
NODE_9_length_401563_cov_185.095971	727.30225
NODE_10_length_376610_cov_234.566993	920.2004
NODE_11_length_346684_cov_155.370168	584.152
NODE_12_length_341645_cov_184.151052	731.2282
NODE_13_length_320081_cov_228.324255	905.91077
NODE_14_length_312907_cov_101.838118	409.12936
NODE_15_length_293427_cov_232.271192	920.7984
NODE_16_length_273772_cov_300.483211	1209.2745
NODE_17_length_271995_cov_262.106968	1028.3383
NODE_18_length_269698_cov_103.778923	418.31174
NODE_19_length_265650_cov_89.004066	354.74622
NODE_20_length_260102_cov_235.719328	936.2852
NODE_21_length_259558_cov_58.896533	239.1984
NODE_22_length_221448_cov_204.746726	813.3319
NODE_23_length_212077_cov_235.102532	932.76245
NODE_24_length_205402_cov_114.847103	459.85123
NODE_25_length_204459_cov_178.138119	708.06836
NODE_26_length_193849_cov_52.290231	212.68347
NODE_27_length_188778_cov_173.078035	685.62976
NODE_28_length_187724_cov_140.327081	544.6348
NODE_29_length_183671_cov_225.762472	896.60425
NODE_30_length_183055_cov_214.753612	851.3496
NODE_31_length_179090_cov_89.608853	356.1824
NODE_32_length_175234_cov_237.296913	945.51874
NODE_33_length_173536_cov_162.519579	642.2488
NODE_34_length_172699_cov_360.053706	1443.6272
NODE_35_length_166401_cov_232.662036	928.2713
NODE_36_length_151299_cov_54.337838	220.3549
NODE_37_length_150194_cov_119.781329	471.49524
NODE_38_length_149930_cov_100.141298	398.39844
NODE_39_length_148387_cov_185.055288	723.29016
NODE_40_length_142737_cov_92.016001	360.79636
NODE_41_length_141899_cov_257.105320	1023.31415
NODE_42_length_138231_cov_157.706570	627.60736
NODE_43_length_133627_cov_100.925299	403.0431
NODE_44_length_132556_cov_118.678342	477.1325
NODE_45_length_125107_cov_252.752503	1000.7536
NODE_46_length_120619_cov_223.117365	874.9362
NODE_47_length_118939_cov_131.115365	519.286
NODE_48_length_117595_cov_95.454313	384.5679
NODE_49_length_117462_cov_223.823333	887.0635
NODE_50_length_113128_cov_108.851706	434.4186
NODE_51_length_108176_cov_88.622765	353.70984
NODE_52_length_107980_cov_94.337651	380.54333
NODE_53_length_105851_cov_88.994092	356.63742
NODE_54_length_104367_cov_256.982332	997.64374
NODE_55_length_103750_cov_165.100419	652.8156
NODE_56_length_102484_cov_83.712991	337.14352
NODE_57_length_102149_cov_114.458734	457.73285
NODE_58_length_102129_cov_91.088103	367.06082
NODE_59_length_101134_cov_148.970518	593.25116
NODE_60_length_100307_cov_265.704963	1037.6681
NODE_61_length_96638_cov_155.867792	619.581
NODE_62_length_94138_cov_264.741643	1054.6112
NODE_63_length_88325_cov_111.184128	446.6703
NODE_64_length_87015_cov_86.588086	347.32275
NODE_65_length_79012_cov_86.358360	339.27502
NODE_66_length_78689_cov_295.783096	1155.1451
NODE_67_length_78604_cov_130.147093	525.01953
NODE_68_length_76218_cov_102.223153	411.7593
NODE_69_length_70481_cov_94.554284	364.90448
NODE_70_length_69779_cov_132.515318	533.1043
NODE_71_length_68627_cov_155.280231	601.2052
NODE_72_length_67330_cov_100.103055	402.8502
NODE_73_length_65668_cov_165.172832	657.9442
