NODE_1_length_1042019_cov_29.291759	117.31623
NODE_2_length_1015468_cov_32.940425	131.98999
NODE_3_length_976111_cov_38.762350	155.25446
NODE_4_length_705563_cov_286.214210	1183.6798
NODE_5_length_583321_cov_498.388226	2045.6906
NODE_6_length_447001_cov_164.616772	658.03674
NODE_7_length_441532_cov_136.420280	549.10156
NODE_8_length_400863_cov_135.792005	540.9693
NODE_9_length_395117_cov_124.548397	483.6589
NODE_10_length_394366_cov_133.695560	536.77094
NODE_11_length_389013_cov_146.474915	588.0183
NODE_12_length_373438_cov_45.896707	179.26619
NODE_13_length_353576_cov_162.698097	648.6253
NODE_14_length_341015_cov_147.800941	594.62646
NODE_15_length_327365_cov_56.982915	227.62067
NODE_16_length_320156_cov_157.369446	629.4578
NODE_17_length_306394_cov_40.087299	160.72449
NODE_18_length_304667_cov_325.483218	1347.9946
NODE_19_length_295755_cov_135.069472	542.11597
NODE_20_length_273816_cov_385.590986	1594.0432
NODE_21_length_268827_cov_182.179967	729.70013
NODE_22_length_264459_cov_51.282836	203.87714
NODE_23_length_249142_cov_427.904379	1764.973
NODE_24_length_241135_cov_124.884175	503.97168
NODE_25_length_241071_cov_342.263431	1406.5857
NODE_26_length_233610_cov_120.568590	476.95407
NODE_27_length_207732_cov_71.224527	281.5007
NODE_28_length_185154_cov_51.181795	201.22575
NODE_29_length_184535_cov_164.079889	659.73456
NODE_30_length_178097_cov_135.617225	544.5143
NODE_31_length_175956_cov_137.302102	549.5724
NODE_32_length_158742_cov_119.704903	482.30478
NODE_33_length_148124_cov_67.104681	267.39838
NODE_34_length_145236_cov_128.113252	516.0048
NODE_35_length_140998_cov_52.201074	206.8678
NODE_36_length_134677_cov_62.736819	249.69003
NODE_37_length_133707_cov_60.175942	239.52913
NODE_38_length_132867_cov_59.160927	236.10516
NODE_39_length_132556_cov_66.093486	263.01886
NODE_40_length_125447_cov_167.697963	669.3359
NODE_41_length_125107_cov_177.096728	709.1699
NODE_42_length_112842_cov_303.312953	1259.9755
NODE_43_length_112680_cov_55.898291	219.68857
NODE_44_length_112506_cov_66.218095	258.95764
NODE_45_length_112343_cov_65.633193	262.47824
NODE_46_length_107600_cov_51.168804	203.88266
NODE_47_length_105741_cov_52.741300	209.95581
NODE_48_length_103656_cov_149.343346	584.811
NODE_49_length_102484_cov_51.882006	206.87106
NODE_50_length_102262_cov_67.608843	266.91522
NODE_51_length_102129_cov_53.150851	211.94136
NODE_52_length_88818_cov_156.887464	623.9417
NODE_53_length_88448_cov_68.098560	271.12164
NODE_54_length_87015_cov_47.773724	189.42517
NODE_55_length_85613_cov_32.395626	129.41666
NODE_56_length_83096_cov_54.074072	214.5745
NODE_57_length_81823_cov_110.376565	444.41037
NODE_58_length_78604_cov_69.695680	277.66736
NODE_59_length_76219_cov_61.857492	246.86456
NODE_60_length_75937_cov_353.160763	1408.9448
NODE_61_length_71369_cov_51.902964	207.09467
NODE_62_length_70160_cov_31.225448	125.12377
NODE_63_length_68627_cov_108.634457	427.41153
NODE_64_length_67330_cov_62.081858	246.88196
NODE_65_length_66180_cov_47.803992	190.14177
