NODE_7_length_269698_cov_120.811521,bin_1
NODE_48_length_86682_cov_121.211424,bin_1
NODE_22_length_141056_cov_123.613932,bin_1
NODE_136_length_29301_cov_138.859673,bin_1
NODE_15_length_178214_cov_111.964352,bin_1
NODE_52_length_76219_cov_107.893847,bin_1
NODE_71_length_57624_cov_131.673904,bin_1
NODE_8_length_268491_cov_105.553957,bin_1
NODE_13_length_204644_cov_96.995533,bin_1
NODE_16_length_171950_cov_113.858070,bin_1
NODE_20_length_148124_cov_90.428077,bin_1
NODE_23_length_132867_cov_99.699372,bin_1
NODE_24_length_132556_cov_101.025743,bin_1
NODE_29_length_117595_cov_130.400927,bin_1
NODE_31_length_116557_cov_105.363307,bin_1
NODE_32_length_112765_cov_103.331461,bin_1
NODE_33_length_112343_cov_90.067843,bin_1
NODE_34_length_107980_cov_111.156349,bin_1
NODE_35_length_107600_cov_118.017369,bin_1
NODE_38_length_102484_cov_112.024466,bin_1
NODE_39_length_102129_cov_100.295452,bin_1
NODE_46_length_88325_cov_97.131449,bin_1
NODE_47_length_87015_cov_144.927909,bin_1
NODE_51_length_78604_cov_104.330278,bin_1
NODE_55_length_71674_cov_120.320739,bin_1
NODE_56_length_69779_cov_104.535641,bin_1
NODE_58_length_67330_cov_108.241308,bin_1
NODE_66_length_60768_cov_157.185496,bin_1
NODE_68_length_59545_cov_143.434090,bin_1
NODE_70_length_57777_cov_150.366446,bin_1
NODE_72_length_56613_cov_107.328265,bin_1
NODE_74_length_54996_cov_88.800422,bin_1
NODE_75_length_54855_cov_101.290383,bin_1
NODE_76_length_53786_cov_124.473526,bin_1
NODE_86_length_44880_cov_113.354066,bin_1
NODE_88_length_43804_cov_119.457656,bin_1
NODE_90_length_42727_cov_104.292581,bin_1
NODE_92_length_42482_cov_72.176374,bin_1
NODE_94_length_41605_cov_163.792732,bin_1
NODE_96_length_41279_cov_120.051232,bin_1
NODE_99_length_40867_cov_126.432544,bin_1
NODE_100_length_40794_cov_96.267213,bin_1
NODE_103_length_40160_cov_127.435008,bin_1
NODE_114_length_35263_cov_89.998267,bin_1
NODE_115_length_35183_cov_88.505409,bin_1
NODE_116_length_35140_cov_174.008266,bin_1
NODE_120_length_34064_cov_117.599518,bin_1
NODE_123_length_32326_cov_130.343621,bin_1
NODE_125_length_31809_cov_117.811709,bin_1
NODE_127_length_31581_cov_143.963681,bin_1
NODE_130_length_30843_cov_92.754287,bin_1
NODE_135_length_29351_cov_113.315299,bin_1
NODE_137_length_29014_cov_44.514935,bin_1
NODE_142_length_26744_cov_85.615984,bin_1
NODE_147_length_25236_cov_112.665621,bin_1
NODE_150_length_23933_cov_108.697420,bin_1
NODE_152_length_23382_cov_105.175891,bin_1
NODE_175_length_16323_cov_91.433243,bin_1
NODE_194_length_13078_cov_148.905552,bin_1
NODE_201_length_11134_cov_16.255709,bin_1
NODE_214_length_9223_cov_123.690554,bin_1
NODE_225_length_8086_cov_174.573279,bin_1
NODE_226_length_8055_cov_150.381000,bin_1
